t,state,state_idx
37410,"[1755,2340)",3
37411,"[2340,2925)",4
37412,"[3510,4095]",6
37413,"[3510,4095]",6
37414,"[3510,4095]",6
37415,"[3510,4095]",6
37416,"[1170,1755)",2
37417,"[1170,1755)",2
37418,"[1170,1755)",2
37419,"[1170,1755)",2
37420,"[1170,1755)",2
37421,"[1170,1755)",2
37422,"[585,1170)",1
37423,"[585,1170)",1
37424,"[585,1170)",1
37425,"[3510,4095]",6
37426,"[3510,4095]",6
37427,"[3510,4095]",6
37428,"[3510,4095]",6
37429,"[3510,4095]",6
37430,"[3510,4095]",6
37431,"[3510,4095]",6
37432,"[3510,4095]",6
37433,"[3510,4095]",6
37434,"[3510,4095]",6
37435,"[3510,4095]",6
37436,"[3510,4095]",6
37437,"[3510,4095]",6
37438,"[1170,1755)",2
37439,"[1170,1755)",2
37440,"[1170,1755)",2
37441,"[1170,1755)",2
37442,"[1170,1755)",2
37443,"[1170,1755)",2
37444,"[1170,1755)",2
37445,"[1170,1755)",2
37446,"[1170,1755)",2
37447,"[1170,1755)",2
37448,"[3510,4095]",6
37449,"[3510,4095]",6
37450,"[3510,4095]",6
37451,"[3510,4095]",6
37452,"[3510,4095]",6
37453,"[1170,1755)",2
37454,"[1170,1755)",2
37455,"[1170,1755)",2
37456,"[1170,1755)",2
37457,"[1170,1755)",2
37458,"[3510,4095]",6
37459,"[3510,4095]",6
37460,"[3510,4095]",6
37461,"[3510,4095]",6
37462,"[3510,4095]",6
37463,"[3510,4095]",6
37464,"[3510,4095]",6
37465,"[3510,4095]",6
37466,"[3510,4095]",6
37467,"[3510,4095]",6
37468,"[3510,4095]",6
37469,"[3510,4095]",6
37470,"[3510,4095]",6
37471,"[3510,4095]",6
37472,"[3510,4095]",6
37473,"[3510,4095]",6
37474,"[3510,4095]",6
37475,"[3510,4095]",6
37476,"[3510,4095]",6
37477,"[3510,4095]",6
37478,"[3510,4095]",6
37479,"[3510,4095]",6
37480,"[3510,4095]",6
37481,"[1755,2340)",3
37482,"[2925,3510)",5
37483,"[2340,2925)",4
37484,"[2340,2925)",4
37485,"[1170,1755)",2
37486,"[1755,2340)",3
37487,"[1170,1755)",2
37488,"[1170,1755)",2
37489,"[1170,1755)",2
37490,"[1170,1755)",2
37491,"[1170,1755)",2
37492,"[1170,1755)",2
37493,"[3510,4095]",6
37494,"[3510,4095]",6
37495,"[3510,4095]",6
37496,"[3510,4095]",6
37497,"[3510,4095]",6
37498,"[3510,4095]",6
37499,"[3510,4095]",6
37500,"[3510,4095]",6
37501,"[3510,4095]",6
37502,"[3510,4095]",6
37503,"[3510,4095]",6
37504,"[3510,4095]",6
37505,"[3510,4095]",6
37506,"[3510,4095]",6
37507,"[3510,4095]",6
37508,"[3510,4095]",6
37509,"[3510,4095]",6
37510,"[3510,4095]",6
37511,"[3510,4095]",6
37512,"[3510,4095]",6
37513,"[3510,4095]",6
37514,"[3510,4095]",6
37515,"[3510,4095]",6
37516,"[3510,4095]",6
37517,"[3510,4095]",6
37518,"[3510,4095]",6
37519,"[3510,4095]",6
37520,"[3510,4095]",6
37521,"[3510,4095]",6
37522,"[3510,4095]",6
37523,"[3510,4095]",6
37524,"[3510,4095]",6
37525,"[3510,4095]",6
37526,"[3510,4095]",6
37527,"[3510,4095]",6
37528,"[3510,4095]",6
37529,"[3510,4095]",6
37530,"[3510,4095]",6
37531,"[3510,4095]",6
37532,"[1170,1755)",2
37533,"[1170,1755)",2
37534,"[1170,1755)",2
37535,"[1755,2340)",3
37536,"[3510,4095]",6
37537,"[3510,4095]",6
37538,"[1755,2340)",3
37539,"[1170,1755)",2
37540,"[1170,1755)",2
37541,"[1170,1755)",2
37542,"[3510,4095]",6
37543,"[3510,4095]",6
37544,"[3510,4095]",6
37545,"[3510,4095]",6
37546,"[3510,4095]",6
37547,"[3510,4095]",6
37548,"[0,585)",0
37549,"[0,585)",0
37550,"[1170,1755)",2
37551,"[1170,1755)",2
37552,"[1170,1755)",2
37553,"[1170,1755)",2
37554,"[3510,4095]",6
37555,"[3510,4095]",6
37556,"[3510,4095]",6
37557,"[3510,4095]",6
37558,"[3510,4095]",6
37559,"[3510,4095]",6
37560,"[3510,4095]",6
37561,"[3510,4095]",6
37562,"[3510,4095]",6
37563,"[3510,4095]",6
37564,"[3510,4095]",6
37565,"[3510,4095]",6
37566,"[3510,4095]",6
37567,"[3510,4095]",6
37568,"[3510,4095]",6
37569,"[3510,4095]",6
37570,"[3510,4095]",6
37571,"[3510,4095]",6
37572,"[3510,4095]",6
37573,"[3510,4095]",6
37574,"[3510,4095]",6
37575,"[3510,4095]",6
37576,"[3510,4095]",6
37577,"[3510,4095]",6
37578,"[3510,4095]",6
37579,"[1170,1755)",2
37580,"[1170,1755)",2
37581,"[1170,1755)",2
37582,"[1170,1755)",2
37583,"[1170,1755)",2
37584,"[1170,1755)",2
37585,"[1170,1755)",2
37586,"[1170,1755)",2
37587,"[1170,1755)",2
37588,"[3510,4095]",6
37589,"[3510,4095]",6
37590,"[3510,4095]",6
37591,"[3510,4095]",6
37592,"[3510,4095]",6
37593,"[3510,4095]",6
37594,"[3510,4095]",6
37595,"[3510,4095]",6
37596,"[3510,4095]",6
37597,"[3510,4095]",6
37598,"[3510,4095]",6
37599,"[3510,4095]",6
37600,"[3510,4095]",6
37601,"[3510,4095]",6
37602,"[3510,4095]",6
37603,"[3510,4095]",6
37604,"[3510,4095]",6
37605,"[3510,4095]",6
37606,"[3510,4095]",6
37607,"[3510,4095]",6
37608,"[3510,4095]",6
37609,"[3510,4095]",6
37610,"[3510,4095]",6
37611,"[3510,4095]",6
37612,"[3510,4095]",6
37613,"[3510,4095]",6
37614,"[585,1170)",1
37615,"[585,1170)",1
37616,"[585,1170)",1
37617,"[3510,4095]",6
37618,"[3510,4095]",6
37619,"[3510,4095]",6
37620,"[3510,4095]",6
37621,"[3510,4095]",6
37622,"[3510,4095]",6
37623,"[3510,4095]",6
37624,"[3510,4095]",6
37625,"[3510,4095]",6
37626,"[3510,4095]",6
37627,"[3510,4095]",6
37628,"[3510,4095]",6
37629,"[3510,4095]",6
37630,"[3510,4095]",6
37631,"[3510,4095]",6
37632,"[3510,4095]",6
37633,"[3510,4095]",6
37634,"[3510,4095]",6
37635,"[3510,4095]",6
37636,"[3510,4095]",6
37637,"[3510,4095]",6
37638,"[3510,4095]",6
37639,"[3510,4095]",6
37640,"[3510,4095]",6
37641,"[2340,2925)",4
37642,"[3510,4095]",6
37643,"[3510,4095]",6
37644,"[1170,1755)",2
37645,"[1170,1755)",2
37646,"[3510,4095]",6
37647,"[3510,4095]",6
37648,"[1170,1755)",2
37649,"[1170,1755)",2
37650,"[1170,1755)",2
37651,"[1170,1755)",2
37652,"[1170,1755)",2
37653,"[1170,1755)",2
37654,"[1170,1755)",2
37655,"[1170,1755)",2
37656,"[1170,1755)",2
37657,"[1170,1755)",2
37658,"[3510,4095]",6
37659,"[3510,4095]",6
37660,"[3510,4095]",6
37661,"[3510,4095]",6
37662,"[3510,4095]",6
37663,"[3510,4095]",6
37664,"[3510,4095]",6
37665,"[3510,4095]",6
37666,"[3510,4095]",6
37667,"[3510,4095]",6
37668,"[3510,4095]",6
37669,"[3510,4095]",6
37670,"[3510,4095]",6
37671,"[3510,4095]",6
37672,"[3510,4095]",6
37673,"[3510,4095]",6
37674,"[3510,4095]",6
37675,"[3510,4095]",6
37676,"[3510,4095]",6
37677,"[3510,4095]",6
37678,"[3510,4095]",6
37679,"[3510,4095]",6
37680,"[3510,4095]",6
37681,"[3510,4095]",6
37682,"[3510,4095]",6
37683,"[3510,4095]",6
37684,"[3510,4095]",6
37685,"[3510,4095]",6
37686,"[3510,4095]",6
37687,"[3510,4095]",6
37688,"[3510,4095]",6
37689,"[3510,4095]",6
37690,"[3510,4095]",6
37691,"[3510,4095]",6
37692,"[3510,4095]",6
37693,"[3510,4095]",6
37694,"[3510,4095]",6
37695,"[3510,4095]",6
37696,"[3510,4095]",6
37697,"[3510,4095]",6
37698,"[3510,4095]",6
37699,"[3510,4095]",6
37700,"[1170,1755)",2
37701,"[1170,1755)",2
37702,"[1170,1755)",2
37703,"[1170,1755)",2
37704,"[1170,1755)",2
37705,"[1170,1755)",2
37706,"[1170,1755)",2
37707,"[1170,1755)",2
37708,"[1170,1755)",2
37709,"[1170,1755)",2
37710,"[3510,4095]",6
37711,"[3510,4095]",6
37712,"[3510,4095]",6
37713,"[3510,4095]",6
37714,"[3510,4095]",6
37715,"[1170,1755)",2
37716,"[1170,1755)",2
37717,"[1170,1755)",2
37718,"[585,1170)",1
37719,"[585,1170)",1
37720,"[585,1170)",1
37721,"[585,1170)",1
37722,"[585,1170)",1
37723,"[585,1170)",1
37724,"[1755,2340)",3
37725,"[3510,4095]",6
37726,"[1170,1755)",2
37727,"[1170,1755)",2
37728,"[1170,1755)",2
37729,"[1170,1755)",2
37730,"[3510,4095]",6
37731,"[3510,4095]",6
37732,"[3510,4095]",6
37733,"[3510,4095]",6
37734,"[3510,4095]",6
37735,"[3510,4095]",6
37736,"[3510,4095]",6
37737,"[3510,4095]",6
37738,"[3510,4095]",6
37739,"[3510,4095]",6
37740,"[3510,4095]",6
37741,"[3510,4095]",6
37742,"[3510,4095]",6
37743,"[3510,4095]",6
37744,"[3510,4095]",6
37745,"[3510,4095]",6
37746,"[3510,4095]",6
37747,"[3510,4095]",6
37748,"[3510,4095]",6
37749,"[3510,4095]",6
37750,"[3510,4095]",6
37751,"[3510,4095]",6
37752,"[3510,4095]",6
37753,"[3510,4095]",6
37754,"[3510,4095]",6
37755,"[3510,4095]",6
37756,"[3510,4095]",6
37757,"[3510,4095]",6
37758,"[3510,4095]",6
37759,"[1170,1755)",2
37760,"[1170,1755)",2
37761,"[1170,1755)",2
37762,"[1755,2340)",3
37763,"[2340,2925)",4
37764,"[3510,4095]",6
37765,"[3510,4095]",6
37766,"[3510,4095]",6
37767,"[3510,4095]",6
37768,"[3510,4095]",6
37769,"[1170,1755)",2
37770,"[1170,1755)",2
37771,"[3510,4095]",6
37772,"[3510,4095]",6
37773,"[3510,4095]",6
37774,"[1755,2340)",3
37775,"[1170,1755)",2
37776,"[1170,1755)",2
37777,"[2340,2925)",4
37778,"[1755,2340)",3
37779,"[1170,1755)",2
37780,"[1170,1755)",2
37781,"[1170,1755)",2
37782,"[1170,1755)",2
37783,"[1170,1755)",2
37784,"[1170,1755)",2
37785,"[1170,1755)",2
37786,"[3510,4095]",6
37787,"[3510,4095]",6
37788,"[3510,4095]",6
37789,"[3510,4095]",6
37790,"[3510,4095]",6
37791,"[3510,4095]",6
37792,"[3510,4095]",6
37793,"[3510,4095]",6
37794,"[3510,4095]",6
37795,"[3510,4095]",6
37796,"[3510,4095]",6
37797,"[3510,4095]",6
37798,"[3510,4095]",6
37799,"[3510,4095]",6
37800,"[3510,4095]",6
37801,"[3510,4095]",6
37802,"[3510,4095]",6
37803,"[3510,4095]",6
37804,"[3510,4095]",6
37805,"[3510,4095]",6
37806,"[3510,4095]",6
37807,"[3510,4095]",6
37808,"[3510,4095]",6
37809,"[3510,4095]",6
37810,"[3510,4095]",6
37811,"[3510,4095]",6
37812,"[3510,4095]",6
37813,"[3510,4095]",6
37814,"[3510,4095]",6
37815,"[3510,4095]",6
37816,"[3510,4095]",6
37817,"[3510,4095]",6
37818,"[3510,4095]",6
37819,"[3510,4095]",6
37820,"[3510,4095]",6
37821,"[3510,4095]",6
37822,"[3510,4095]",6
37823,"[3510,4095]",6
37824,"[3510,4095]",6
37825,"[3510,4095]",6
37826,"[3510,4095]",6
37827,"[3510,4095]",6
37828,"[3510,4095]",6
37829,"[3510,4095]",6
37830,"[3510,4095]",6
37831,"[3510,4095]",6
37832,"[3510,4095]",6
37833,"[3510,4095]",6
37834,"[3510,4095]",6
37835,"[2925,3510)",5
37836,"[3510,4095]",6
37837,"[3510,4095]",6
37838,"[3510,4095]",6
37839,"[3510,4095]",6
37840,"[3510,4095]",6
37841,"[3510,4095]",6
37842,"[3510,4095]",6
37843,"[3510,4095]",6
37844,"[3510,4095]",6
37845,"[3510,4095]",6
37846,"[1755,2340)",3
37847,"[2340,2925)",4
37848,"[2340,2925)",4
37849,"[3510,4095]",6
37850,"[3510,4095]",6
37851,"[585,1170)",1
37852,"[585,1170)",1
37853,"[585,1170)",1
37854,"[585,1170)",1
37855,"[585,1170)",1
37856,"[1170,1755)",2
37857,"[1170,1755)",2
37858,"[1170,1755)",2
37859,"[1170,1755)",2
37860,"[1170,1755)",2
37861,"[3510,4095]",6
37862,"[3510,4095]",6
37863,"[3510,4095]",6
37864,"[3510,4095]",6
37865,"[3510,4095]",6
37866,"[3510,4095]",6
37867,"[3510,4095]",6
37868,"[3510,4095]",6
37869,"[3510,4095]",6
37870,"[3510,4095]",6
37871,"[3510,4095]",6
37872,"[3510,4095]",6
37873,"[3510,4095]",6
37874,"[3510,4095]",6
37875,"[3510,4095]",6
37876,"[3510,4095]",6
37877,"[3510,4095]",6
37878,"[3510,4095]",6
37879,"[3510,4095]",6
37880,"[3510,4095]",6
37881,"[3510,4095]",6
37882,"[3510,4095]",6
37883,"[3510,4095]",6
37884,"[3510,4095]",6
37885,"[1170,1755)",2
37886,"[1170,1755)",2
37887,"[1170,1755)",2
37888,"[1170,1755)",2
37889,"[1170,1755)",2
37890,"[1170,1755)",2
37891,"[3510,4095]",6
37892,"[3510,4095]",6
37893,"[3510,4095]",6
37894,"[3510,4095]",6
37895,"[3510,4095]",6
37896,"[3510,4095]",6
37897,"[3510,4095]",6
37898,"[3510,4095]",6
37899,"[3510,4095]",6
37900,"[3510,4095]",6
37901,"[3510,4095]",6
37902,"[3510,4095]",6
37903,"[3510,4095]",6
37904,"[3510,4095]",6
37905,"[3510,4095]",6
37906,"[3510,4095]",6
37907,"[3510,4095]",6
37908,"[3510,4095]",6
37909,"[3510,4095]",6
37910,"[1755,2340)",3
37911,"[2925,3510)",5
37912,"[2340,2925)",4
37913,"[3510,4095]",6
37914,"[3510,4095]",6
37915,"[3510,4095]",6
37916,"[3510,4095]",6
37917,"[3510,4095]",6
37918,"[3510,4095]",6
37919,"[3510,4095]",6
37920,"[3510,4095]",6
37921,"[3510,4095]",6
37922,"[3510,4095]",6
37923,"[3510,4095]",6
37924,"[3510,4095]",6
37925,"[3510,4095]",6
37926,"[3510,4095]",6
37927,"[3510,4095]",6
37928,"[3510,4095]",6
37929,"[3510,4095]",6
37930,"[3510,4095]",6
37931,"[3510,4095]",6
37932,"[3510,4095]",6
37933,"[3510,4095]",6
37934,"[3510,4095]",6
37935,"[3510,4095]",6
37936,"[3510,4095]",6
37937,"[3510,4095]",6
37938,"[3510,4095]",6
37939,"[3510,4095]",6
37940,"[3510,4095]",6
37941,"[3510,4095]",6
37942,"[3510,4095]",6
37943,"[3510,4095]",6
37944,"[3510,4095]",6
37945,"[3510,4095]",6
37946,"[3510,4095]",6
37947,"[1755,2340)",3
37948,"[1755,2340)",3
37949,"[3510,4095]",6
37950,"[3510,4095]",6
37951,"[3510,4095]",6
37952,"[3510,4095]",6
37953,"[3510,4095]",6
37954,"[3510,4095]",6
37955,"[3510,4095]",6
37956,"[3510,4095]",6
37957,"[3510,4095]",6
37958,"[3510,4095]",6
37959,"[3510,4095]",6
37960,"[3510,4095]",6
37961,"[3510,4095]",6
37962,"[3510,4095]",6
37963,"[3510,4095]",6
37964,"[3510,4095]",6
37965,"[3510,4095]",6
37966,"[3510,4095]",6
37967,"[3510,4095]",6
37968,"[3510,4095]",6
37969,"[3510,4095]",6
37970,"[3510,4095]",6
37971,"[3510,4095]",6
37972,"[3510,4095]",6
37973,"[3510,4095]",6
37974,"[3510,4095]",6
37975,"[3510,4095]",6
37976,"[3510,4095]",6
37977,"[3510,4095]",6
37978,"[3510,4095]",6
37979,"[3510,4095]",6
37980,"[3510,4095]",6
37981,"[3510,4095]",6
37982,"[3510,4095]",6
37983,"[1170,1755)",2
37984,"[1170,1755)",2
37985,"[1170,1755)",2
37986,"[1170,1755)",2
37987,"[1170,1755)",2
37988,"[1170,1755)",2
37989,"[1170,1755)",2
37990,"[1170,1755)",2
37991,"[3510,4095]",6
37992,"[3510,4095]",6
37993,"[3510,4095]",6
37994,"[3510,4095]",6
37995,"[3510,4095]",6
37996,"[3510,4095]",6
37997,"[3510,4095]",6
37998,"[3510,4095]",6
37999,"[3510,4095]",6
38000,"[3510,4095]",6
38001,"[3510,4095]",6
38002,"[3510,4095]",6
38003,"[3510,4095]",6
38004,"[3510,4095]",6
38005,"[3510,4095]",6
38006,"[3510,4095]",6
38007,"[3510,4095]",6
38008,"[3510,4095]",6
38009,"[3510,4095]",6
38010,"[3510,4095]",6
38011,"[3510,4095]",6
38012,"[3510,4095]",6
38013,"[3510,4095]",6
38014,"[3510,4095]",6
38015,"[3510,4095]",6
38016,"[585,1170)",1
38017,"[1755,2340)",3
38018,"[585,1170)",1
38019,"[3510,4095]",6
38020,"[3510,4095]",6
38021,"[3510,4095]",6
38022,"[3510,4095]",6
38023,"[3510,4095]",6
38024,"[3510,4095]",6
38025,"[3510,4095]",6
38026,"[3510,4095]",6
38027,"[3510,4095]",6
38028,"[3510,4095]",6
38029,"[3510,4095]",6
38030,"[3510,4095]",6
38031,"[3510,4095]",6
38032,"[3510,4095]",6
38033,"[3510,4095]",6
38034,"[3510,4095]",6
38035,"[3510,4095]",6
38036,"[3510,4095]",6
38037,"[3510,4095]",6
38038,"[3510,4095]",6
38039,"[3510,4095]",6
38040,"[3510,4095]",6
38041,"[3510,4095]",6
38042,"[3510,4095]",6
38043,"[3510,4095]",6
38044,"[3510,4095]",6
38045,"[3510,4095]",6
38046,"[3510,4095]",6
38047,"[3510,4095]",6
38048,"[3510,4095]",6
38049,"[3510,4095]",6
38050,"[3510,4095]",6
38051,"[3510,4095]",6
38052,"[3510,4095]",6
38053,"[3510,4095]",6
38054,"[3510,4095]",6
38055,"[3510,4095]",6
38056,"[3510,4095]",6
38057,"[3510,4095]",6
38058,"[3510,4095]",6
38059,"[3510,4095]",6
38060,"[3510,4095]",6
38061,"[3510,4095]",6
38062,"[3510,4095]",6
38063,"[3510,4095]",6
38064,"[3510,4095]",6
38065,"[3510,4095]",6
38066,"[3510,4095]",6
38067,"[3510,4095]",6
38068,"[3510,4095]",6
38069,"[3510,4095]",6
38070,"[3510,4095]",6
38071,"[3510,4095]",6
38072,"[3510,4095]",6
38073,"[3510,4095]",6
38074,"[1170,1755)",2
38075,"[1170,1755)",2
38076,"[3510,4095]",6
38077,"[3510,4095]",6
38078,"[3510,4095]",6
38079,"[1755,2340)",3
38080,"[1755,2340)",3
38081,"[2340,2925)",4
38082,"[1755,2340)",3
38083,"[1170,1755)",2
38084,"[1170,1755)",2
38085,"[585,1170)",1
38086,"[585,1170)",1
38087,"[1755,2340)",3
38088,"[1170,1755)",2
38089,"[1170,1755)",2
38090,"[1170,1755)",2
38091,"[1755,2340)",3
38092,"[3510,4095]",6
38093,"[3510,4095]",6
38094,"[3510,4095]",6
38095,"[1170,1755)",2
38096,"[1170,1755)",2
38097,"[1755,2340)",3
38098,"[1755,2340)",3
38099,"[3510,4095]",6
38100,"[3510,4095]",6
38101,"[3510,4095]",6
38102,"[3510,4095]",6
38103,"[3510,4095]",6
38104,"[3510,4095]",6
38105,"[3510,4095]",6
38106,"[3510,4095]",6
38107,"[3510,4095]",6
38108,"[3510,4095]",6
38109,"[3510,4095]",6
38110,"[3510,4095]",6
38111,"[3510,4095]",6
38112,"[3510,4095]",6
38113,"[3510,4095]",6
38114,"[3510,4095]",6
38115,"[3510,4095]",6
38116,"[3510,4095]",6
38117,"[3510,4095]",6
38118,"[3510,4095]",6
38119,"[3510,4095]",6
38120,"[3510,4095]",6
38121,"[3510,4095]",6
38122,"[3510,4095]",6
38123,"[3510,4095]",6
38124,"[3510,4095]",6
38125,"[3510,4095]",6
38126,"[3510,4095]",6
38127,"[3510,4095]",6
38128,"[3510,4095]",6
38129,"[1755,2340)",3
38130,"[3510,4095]",6
38131,"[3510,4095]",6
38132,"[3510,4095]",6
38133,"[3510,4095]",6
38134,"[3510,4095]",6
38135,"[3510,4095]",6
38136,"[3510,4095]",6
38137,"[3510,4095]",6
38138,"[3510,4095]",6
38139,"[3510,4095]",6
38140,"[3510,4095]",6
38141,"[3510,4095]",6
38142,"[3510,4095]",6
38143,"[3510,4095]",6
38144,"[3510,4095]",6
38145,"[3510,4095]",6
38146,"[3510,4095]",6
38147,"[3510,4095]",6
38148,"[3510,4095]",6
38149,"[3510,4095]",6
38150,"[1170,1755)",2
38151,"[1170,1755)",2
38152,"[3510,4095]",6
38153,"[3510,4095]",6
38154,"[3510,4095]",6
38155,"[3510,4095]",6
38156,"[3510,4095]",6
38157,"[3510,4095]",6
38158,"[3510,4095]",6
38159,"[3510,4095]",6
38160,"[3510,4095]",6
38161,"[3510,4095]",6
38162,"[3510,4095]",6
38163,"[3510,4095]",6
38164,"[3510,4095]",6
38165,"[3510,4095]",6
38166,"[3510,4095]",6
38167,"[1755,2340)",3
38168,"[3510,4095]",6
38169,"[3510,4095]",6
38170,"[3510,4095]",6
38171,"[3510,4095]",6
38172,"[3510,4095]",6
38173,"[1170,1755)",2
38174,"[1170,1755)",2
38175,"[1170,1755)",2
38176,"[1170,1755)",2
38177,"[585,1170)",1
38178,"[2340,2925)",4
38179,"[3510,4095]",6
38180,"[3510,4095]",6
38181,"[3510,4095]",6
38182,"[3510,4095]",6
38183,"[3510,4095]",6
38184,"[3510,4095]",6
38185,"[3510,4095]",6
38186,"[3510,4095]",6
38187,"[3510,4095]",6
38188,"[3510,4095]",6
38189,"[3510,4095]",6
38190,"[3510,4095]",6
38191,"[3510,4095]",6
38192,"[3510,4095]",6
38193,"[3510,4095]",6
38194,"[3510,4095]",6
38195,"[3510,4095]",6
38196,"[3510,4095]",6
38197,"[1170,1755)",2
38198,"[3510,4095]",6
38199,"[3510,4095]",6
38200,"[3510,4095]",6
38201,"[3510,4095]",6
38202,"[3510,4095]",6
38203,"[3510,4095]",6
38204,"[3510,4095]",6
38205,"[3510,4095]",6
38206,"[3510,4095]",6
38207,"[3510,4095]",6
38208,"[3510,4095]",6
38209,"[3510,4095]",6
38210,"[1170,1755)",2
38211,"[1170,1755)",2
38212,"[0,585)",0
38213,"[0,585)",0
38214,"[0,585)",0
38215,"[0,585)",0
38216,"[0,585)",0
38217,"[0,585)",0
38218,"[0,585)",0
38219,"[0,585)",0
38220,"[0,585)",0
38221,"[0,585)",0
38222,"[0,585)",0
38223,"[0,585)",0
38224,"[0,585)",0
38225,"[0,585)",0
38226,"[0,585)",0
38227,"[0,585)",0
38228,"[0,585)",0
38229,"[0,585)",0
38230,"[0,585)",0
38231,"[0,585)",0
38232,"[0,585)",0
38233,"[0,585)",0
38234,"[0,585)",0
38235,"[0,585)",0
38236,"[0,585)",0
38237,"[0,585)",0
38238,"[0,585)",0
38239,"[0,585)",0
38240,"[0,585)",0
38241,"[0,585)",0
38242,"[0,585)",0
38243,"[0,585)",0
38244,"[0,585)",0
38245,"[0,585)",0
38246,"[0,585)",0
38247,"[0,585)",0
38248,"[0,585)",0
38249,"[0,585)",0
38250,"[3510,4095]",6
38251,"[3510,4095]",6
38252,"[3510,4095]",6
38253,"[3510,4095]",6
38254,"[3510,4095]",6
38255,"[3510,4095]",6
38256,"[3510,4095]",6
38257,"[3510,4095]",6
38258,"[3510,4095]",6
38259,"[3510,4095]",6
38260,"[3510,4095]",6
38261,"[3510,4095]",6
38262,"[3510,4095]",6
38263,"[3510,4095]",6
38264,"[1170,1755)",2
38265,"[1170,1755)",2
38266,"[1170,1755)",2
38267,"[1170,1755)",2
38268,"[3510,4095]",6
38269,"[3510,4095]",6
38270,"[3510,4095]",6
38271,"[3510,4095]",6
38272,"[3510,4095]",6
38273,"[2340,2925)",4
38274,"[3510,4095]",6
38275,"[3510,4095]",6
38276,"[3510,4095]",6
38277,"[3510,4095]",6
38278,"[3510,4095]",6
38279,"[3510,4095]",6
38280,"[3510,4095]",6
38281,"[3510,4095]",6
38282,"[3510,4095]",6
38283,"[3510,4095]",6
38284,"[3510,4095]",6
38285,"[3510,4095]",6
38286,"[3510,4095]",6
38287,"[3510,4095]",6
38288,"[3510,4095]",6
38289,"[3510,4095]",6
38290,"[3510,4095]",6
38291,"[3510,4095]",6
38292,"[3510,4095]",6
38293,"[3510,4095]",6
38294,"[3510,4095]",6
38295,"[3510,4095]",6
38296,"[3510,4095]",6
38297,"[3510,4095]",6
38298,"[3510,4095]",6
38299,"[3510,4095]",6
38300,"[3510,4095]",6
38301,"[3510,4095]",6
38302,"[3510,4095]",6
38303,"[3510,4095]",6
38304,"[1170,1755)",2
38305,"[1170,1755)",2
38306,"[1170,1755)",2
38307,"[1170,1755)",2
38308,"[1170,1755)",2
38309,"[1170,1755)",2
38310,"[1170,1755)",2
38311,"[1170,1755)",2
38312,"[1170,1755)",2
38313,"[1170,1755)",2
38314,"[1170,1755)",2
38315,"[3510,4095]",6
38316,"[3510,4095]",6
38317,"[3510,4095]",6
38318,"[3510,4095]",6
38319,"[3510,4095]",6
38320,"[1170,1755)",2
38321,"[1170,1755)",2
38322,"[1170,1755)",2
38323,"[1170,1755)",2
38324,"[1170,1755)",2
38325,"[3510,4095]",6
38326,"[3510,4095]",6
38327,"[3510,4095]",6
38328,"[3510,4095]",6
38329,"[1170,1755)",2
38330,"[1170,1755)",2
38331,"[1170,1755)",2
38332,"[1170,1755)",2
38333,"[1170,1755)",2
38334,"[1170,1755)",2
38335,"[3510,4095]",6
38336,"[3510,4095]",6
38337,"[3510,4095]",6
38338,"[3510,4095]",6
38339,"[3510,4095]",6
38340,"[3510,4095]",6
38341,"[3510,4095]",6
38342,"[3510,4095]",6
38343,"[3510,4095]",6
38344,"[3510,4095]",6
38345,"[3510,4095]",6
38346,"[1170,1755)",2
38347,"[1170,1755)",2
38348,"[1170,1755)",2
38349,"[1170,1755)",2
38350,"[1170,1755)",2
38351,"[1170,1755)",2
38352,"[1170,1755)",2
38353,"[1170,1755)",2
38354,"[1170,1755)",2
38355,"[3510,4095]",6
38356,"[3510,4095]",6
38357,"[3510,4095]",6
38358,"[3510,4095]",6
38359,"[3510,4095]",6
38360,"[3510,4095]",6
38361,"[3510,4095]",6
38362,"[3510,4095]",6
38363,"[3510,4095]",6
38364,"[3510,4095]",6
38365,"[3510,4095]",6
38366,"[3510,4095]",6
38367,"[3510,4095]",6
38368,"[3510,4095]",6
38369,"[3510,4095]",6
38370,"[3510,4095]",6
38371,"[1170,1755)",2
38372,"[1170,1755)",2
38373,"[3510,4095]",6
38374,"[3510,4095]",6
38375,"[3510,4095]",6
38376,"[3510,4095]",6
38377,"[3510,4095]",6
38378,"[3510,4095]",6
38379,"[3510,4095]",6
38380,"[3510,4095]",6
38381,"[3510,4095]",6
38382,"[3510,4095]",6
38383,"[3510,4095]",6
38384,"[3510,4095]",6
38385,"[1170,1755)",2
38386,"[1170,1755)",2
38387,"[1170,1755)",2
38388,"[1170,1755)",2
38389,"[1170,1755)",2
38390,"[1170,1755)",2
38391,"[1170,1755)",2
38392,"[3510,4095]",6
38393,"[3510,4095]",6
38394,"[3510,4095]",6
38395,"[3510,4095]",6
38396,"[3510,4095]",6
38397,"[3510,4095]",6
38398,"[3510,4095]",6
38399,"[3510,4095]",6
38400,"[3510,4095]",6
38401,"[3510,4095]",6
38402,"[3510,4095]",6
38403,"[3510,4095]",6
38404,"[3510,4095]",6
38405,"[3510,4095]",6
38406,"[3510,4095]",6
38407,"[1170,1755)",2
38408,"[3510,4095]",6
38409,"[3510,4095]",6
38410,"[3510,4095]",6
38411,"[3510,4095]",6
38412,"[3510,4095]",6
38413,"[3510,4095]",6
38414,"[3510,4095]",6
38415,"[3510,4095]",6
